id,title,release_date,genres,original_language,overview,popularity,vote_count,vote_average
98567,Chinese Zodiac,2012-12-20,"Action, Adventure",cn,"Asian Hawk leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",24.061,772,6.172
52505,The Other Woman,2010-10-28,Drama,en,"Emilia, a law-school graduate, falls in love with her married boss, Jack. After Emilia marries Jack, her happiness turns unexpectedly to grief following the death of her infant daughter. Devastated, Emilia nonetheless carries on, attempting to forge a connection with her stepson William and to resist the interference of Jack's jealous ex-wife.",22.393,363,6.2
11896,Throw Momma from the Train,1987-12-11,"Comedy, Crime",en,"Larry Donner, an author with a cruel ex-wife, teaches a writing workshop in which one of his students, Owen, is fed up with his domineering mother. When Owen watches a Hitchcock classic that seems to mirror his own life, he decides to put the movie's plot into action and offers to kill Larry's ex-wife, if Larry promises to murder his mom. Before Larry gets a chance to react to the plan, it seems that Owen has already set things in motion.",21.293,531,6.172
11017,Billy Madison,1995-02-10,Comedy,en,"Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire, but only if he can make it through all 12 grades, 2 weeks per grade, to prove that he has what it takes to run the family business.",54.584,1564,6.17
609681,The Marvels,2023-11-08,"Science Fiction, Adventure, Action",en,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",371.385,2240,6.171
77930,Magic Mike,2012-06-28,"Drama, Comedy",en,"Mike, an experienced stripper, takes a younger performer called The Kid under his wing and schools him in the arts of partying, picking up women, and making easy money.",30.324,2849,6.171
11234,The Omega Man,1971-08-01,"Science Fiction, Action",en,"Due to an experimental vaccine, Dr. Robert Neville is the only human survivor of an apocalyptic war waged with biological weapons. Besides him, only a few hundred deformed, nocturnal people remain - sensitive to light, and homicidally psychotic.",21.185,514,6.171
5971,We're No Angels,1989-06-02,"Comedy, Crime",en,Two escaped cons' only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,13.001,474,6.171
4477,The Devil's Own,1997-03-13,"Crime, Thriller, Drama",en,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",20.971,1152,6.2
55846,Blitz,2011-05-20,"Crime, Action, Thriller",en,A tough cop is dispatched to take down a serial killer who has been targeting police officers.,48.428,1579,6.171
11353,Bowfinger,1999-08-12,Comedy,en,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.",56.172,805,6.17
750253,My Son,2021-09-23,"Thriller, Crime, Drama",en,"When a man's only son goes missing, he travels to the town where his ex-wife lives in search of answers. To play a man whose life is clouded by mystery, McAvoy will not be given a script of dialogue.",25.615,426,6.169
419831,I Kill Giants,2017-11-15,"Fantasy, Drama",en,"Sophia, a new high school student, tries to make friends with Barbara, who tells her that “she kills giants,” protecting this way her hometown and its inhabitants, who do not understand her strange behavior.",19.551,1141,6.2
19004,The Land Before Time III: The Time of the Great Giving,1995-03-16,"Animation, Adventure, Family",en,"When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause.",25.148,368,6.168
59570,Escort in Love,2011-03-18,Comedy,it,"35-year-old Alice has a husband and a son. Her life seems a beautiful dream, but it soon turns out to be a nightmare. Her husband  dies in a car accident and her lawyer tells her that she is on her uppers. The only way she has to earn money in a short time is by resorting to the oldest job in history.",14.457,595,6.2
492353,Put Grandma in the Freezer,2018-03-15,Comedy,it,"Simone, a clumsy financier, falls in love with Claudia, who’s living on her grandma’s retirement checks. When the old lady dies Claudia hides the body in a freezer, and sets up a fraud with the help of some friends to avoid bankruptcy.",13.081,689,6.2
473149,Traffik,2018-04-20,"Horror, Thriller",en,"A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",40.445,427,6.2
309886,Blood Father,2016-08-11,"Action, Thriller, Drama",en,An ex-con reunites with his estranged wayward 16-year old daughter to protect her from drug dealers who are trying to kill her.,48.667,1476,6.166
264999,Magic Mike XXL,2015-07-01,"Comedy, Drama",en,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",41.992,1730,6.168
85872,Le Chef,2012-03-07,Comedy,fr,"A veteran chef faces off against his restaurant group's new CEO, who wants to the establishment to lose a star from its rating in order to bring in a younger chef who specializes in molecular gastronomy.",15.407,564,6.2
12262,The Hills Have Eyes,1977-07-22,"Horror, Thriller",en,"Taking an ill-advised detour en route to California, the Carter family soon run into trouble when their RV breaks down in the middle of the desert. Stranded, they find themselves at the mercy of monstrous cannibals lurking in the surrounding hills.",16.782,838,6.166
6552,Idle Hands,1999-04-30,"Comedy, Horror, Fantasy",en,"Anton is a cheerful but exceedingly non-ambitious 17-year-old stoner who lives to stay buzzed, watch TV, and moon over Molly, the beautiful girl who lives next door. However, it turns out that the old cliché about idle hands being the devil's playground has a kernel of truth after all.",52.043,619,6.166
6341,Blue Thunder,1983-02-05,"Drama, Action, Thriller",en,"Los Angeles, California. Officer Murphy, a veteran Metropolitan Police helicopter pilot suffering from severe trauma due to his harsh experiences during the Vietnam War, and Lymangood, his resourceful new partner, are tasked with testing an advanced and heavily armed experimental chopper known as Blue Thunder.",26.012,449,6.166
487680,The Kitchen,2019-08-08,"Action, Crime, Drama",en,"The mobster husbands of three 1978 Hell's Kitchen housewives are sent to prison by the FBI. Left with little but a sharp ax to grind, the ladies take the Irish mafia's matters into their own hands — proving unexpectedly adept at everything from running the rackets to taking out the competition… literally.",44.896,646,6.2
326285,American Pastoral,2016-10-20,"Crime, Drama",en,"Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family.",32.054,662,6.2
279690,He Never Died,2015-12-18,"Comedy, Drama, Fantasy, Horror",en,Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.,20.219,450,6.2
136418,Hummingbird,2013-05-07,"Action, Thriller",en,"Homeless and on the run from a military court martial, a damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity, transforming into an avenging angel in the process.",80.131,1623,6.164
59962,This Means War,2012-02-14,"Action, Comedy, Romance",en,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,48.328,3259,6.2
11931,In Her Shoes,2005-10-07,"Comedy, Drama, Romance",en,"Irresponsible party girl, Maggie is kicked out of her father's and stepmother's home—where she lives for free—and is taken in by her hard-working sister, Philadelphia lawyer, Rose. After Maggie's disruptive ways ruin her sister's love life, Rose turns her out as well. But when their grandmother, who they never knew existed, comes into their lives, the sisters face some complicated truths about themselves and their family.",22.434,1152,6.2
9541,Jersey Girl,2004-03-25,"Comedy, Romance, Drama",en,"Ollie Trinke is a young, suave music publicist who seems to have it all, with a new wife and a baby on the way. But life deals him a bum hand when he's suddenly faced with single fatherhood, a defunct career and having to move in with his father. To bounce back, it takes a new love and the courage instilled in him by his daughter.",21.83,991,6.164
530382,In the Shadow of the Moon,2019-09-27,"Science Fiction, Thriller",en,"In 1988, Philadelphia police officer Thomas ""Locke"" Lockhart, hungry to become a detective, begins tracking a serial killer whose crimes defy scientific explanation. When the killer mysteriously resurfaces nine years later, Locke's obsession with finding the truth threatens to destroy his career, his family, and possibly his sanity.",21.577,1345,6.163
516850,The Mermaid: Lake of the Dead,2018-07-12,"Horror, Fantasy, Romance",ru,"An evil Mermaid falls in love with Marina's fiancé Roman and aims to keep him away from Marina in her Kingdom of Death under water. The Mermaid is a young woman who drowned a few centuries ago. Marina only has one week to overcome her fear of the dark water, to remain human in the deathly fight with the monsters and not to become one herself.",15.719,304,6.2
390061,Mark Felt: The Man Who Brought Down the White House,2017-09-28,"Drama, History, Thriller",en,"The story of Mark Felt, who under the name ""Deep Throat"" helped journalists Bob Woodward and Carl Bernstein uncover the Watergate scandal in 1974.",17.544,479,6.2
114750,Dear White People,2014-10-17,"Drama, Romance",en,"Four college students attend an Ivy League college where a riot breaks out over an ""African-American"" themed party thrown by white students. With tongue planted firmly in cheek, the film explores racial identity in 'post racial' America while weaving a story about forging one's unique path in the world.",16.708,439,6.163
5689,The Blue Lagoon,1980-07-05,"Romance, Adventure",en,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",36.773,1734,6.163
1688,Conquest of the Planet of the Apes,1972-06-29,"Action, Science Fiction",en,"In a futuristic world that has embraced ape slavery, a chimpanzee named Caesar resurfaces after almost twenty years of hiding from the authorities, and prepares for a revolt against humanity.",42.771,876,6.163
531509,Otherhood,2019-08-13,Comedy,en,Three suburban moms travel to New York City to visit their sons.,39.15,437,6.2
87496,The Company You Keep,2012-09-06,"Drama, Thriller",en,A former Weather Underground activist goes on the run from a journalist who discovers his identity.,18.13,674,6.162
11164,D2: The Mighty Ducks,1994-03-25,"Comedy, Action, Family, Drama",en,"After Gordon Bombay's hockey comeback is cut short he is named coach of Team USA Hockey for the Junior Goodwill Games. Bombay reunites the Mighty Ducks and introduces a few new players, however, he finds himself distracted by his newfound fame and must regather if the Ducks are to defeat tournament favourites Iceland.",21.391,569,6.162
10070,Feast,2005-10-14,"Horror, Action",en,"When a motley crew of strangers find themselves trapped in an isolated tavern, they must band together in a battle for survival against a family of flesh-hungry creatures.",18.734,511,6.162
9889,Shallow Hal,2001-11-01,"Comedy, Romance",en,"After taking his dying father's advice, Hal dates only the embodiments of female physical perfection. But that all changes after Hal has an unexpected run-in with self-help guru Tony Robbins. Intrigued by Hal's shallowness, Robbins hypnotizes him into seeing the beauty that exists even in the least physically appealing women. Hal soon falls for Rosemary, but he doesn't realize that his gorgeous girlfriend is actually a 300-pound-not-so-hottie.",73.135,2789,6.162
9573,Blood Work,2002-08-09,"Thriller, Crime, Action, Mystery",en,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",25.476,756,6.2
8978,Assault on Precinct 13,2005-01-19,"Thriller, Action, Adventure, Crime, Drama",en,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.",27.177,1037,6.2
157820,Mood Indigo,2013-01-10,"Drama, Fantasy",fr,A woman suffers from an unusual illness caused by a flower growing in her lungs.,12.75,590,6.162
14709,Varsity Blues,1999-01-15,"Comedy, Drama, Romance",en,"In small-town Texas, high school football is a religion, 17-year-old schoolboys carry the hopes of an entire community onto the gridiron every Friday night. When star quarterback Lance Harbor suffers an injury, the Coyotes are forced to regroup under the questionable leadership of John Moxon, a second-string quarterback with a slightly irreverent approach to the game.",38.387,397,6.161
11699,Bad Lieutenant: Port of Call - New Orleans,2009-09-11,"Drama, Crime",en,"Terrence McDonagh is a New Orleans Police sergeant, who recieves a medal and a promotion to lieutenant for heroism during Hurricane Katrina. Due to his heroic act, McDonagh injures his back and becomes addicted to prescription pain medication. He then finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",26.64,1062,6.161
11355,Never Been Kissed,1999-04-09,"Romance, Comedy, Drama",en,"Josie Geller, a baby-faced junior copywriter at the Chicago Sun-Times, must pose as a student at her former high school to research contemporary teenage culture. With the help of her brother, Rob, Josie infiltrates the inner circle of the most popular clique on campus. But she hits a major snag in her investigation -- not to mention her own failed love life -- when she falls for her dreamy English teacher, Sam Coulson.",20.58,1431,6.161
9725,Friday the 13th Part 2,1981-05-01,"Horror, Thriller",en,"Five years after the horrible bloodbath at Camp Crystal Lake, new counselors roam the area, not sensing the ominous lurking presence that proves that the grisly legend is real.",36.963,1559,6.161
157825,White Bird in a Blizzard,2014-08-14,"Thriller, Drama",en,"In 1988, a teenage girl's life is thrown into chaos when her mother disappears.",16.595,700,6.16
13499,"Yours, Mine & Ours",2005-11-23,"Comedy, Family, Romance",en,"Admiral Frank Beardsley returns to New London to run the Coast Guard Academy, his last stop before a probable promotion to head the Guard. A widower with eight children, he runs a loving but tight ship, with charts and salutes. The kids long for a permanent home. Helen North is a free spirit, a designer whose ten children live in loving chaos, with occasional group hugs. Helen and Frank, high school sweethearts, reconnect at a reunion, and it's love at first re-sighting. They marry on the spot. Then the problems start as two sets of kids, the free spirits and the disciplined preppies, must live together. The warring factions agree to work together to end the marriage.",22.033,792,6.16
11384,The Hard Way,1991-03-08,"Action, Comedy, Crime",en,"Seeking to raise his credibility as an actor and to land a role as a tough cop on a new show, Hollywood action star Nick Lang works a deal with New York City Police Capt. Brix, who by chance is one of his fans. Nick will be paired with detective Lt. John Moss and learn how to act like a real cop. But when Nick drives John crazy with questions and imitating him, he gets in the way of John's pursuit of a serial killer.",21.982,388,6.2
10972,Session 9,2001-08-10,"Horror, Mystery",en,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,26.746,857,6.159
399031,Happy End,2017-06-21,Drama,fr,A well-to-do French family living in Calais deal with a series of setbacks and crises while paying little attention to the grim conditions in the refugee camps within a few miles of their home.,26.843,375,6.159
306943,The Outcasts,2017-04-14,Comedy,en,"After falling victim to a humiliating prank by the high school Queen Bee, best friends and world-class geeks, Mindy and Jodi, decide to get their revenge by uniting the outcasts of the school against her and her circle of friends.",29.336,487,6.159
102362,Dead Man Down,2013-03-08,"Thriller, Action, Crime, Drama",en,"In New York City, a crime lord's right-hand man is seduced by a woman seeking retribution.",21.999,1396,6.159
72545,Journey 2: The Mysterious Island,2012-01-19,"Adventure, Action, Science Fiction",en,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",54.687,4084,6.159
9641,Cheaper by the Dozen 2,2005-12-21,"Comedy, Family, Adventure",en,"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,",28.449,1914,6.2
9257,S.W.A.T.,2003-08-08,"Action, Thriller, Crime",en,"Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",37.877,2403,6.2
242022,The Inbetweeners 2,2014-08-06,Comedy,en,"Neil, Will and Simon receive an invite from Jay to join him in Australia whilst on his gap year, who promises them it’s ”the sex capital of the world”. With their lives now rather dull compared to their hedonistic school days and legendary lads holiday, it’s an offer they can’t refuse. Once again, they put growing up temporarily on-hold, and embark on a backpacking holiday of a lifetime in an awful car, inspired by Peter Andre’s ‘Mysterious Girl’. Will soon finds himself battling with the lads to do something cultural, whilst they focus their attention on drinking, girls, and annoying fellow travelers.",10.986,472,6.158
31578,Body Bags,1993-08-08,"TV Movie, Horror, Comedy",en,A woman working the late shift at a gas station while a killer is on the loose; a man who can't stand the thought of losing his hair; a baseball player that submits to an eye transplant. An anthology of terror.,43.147,308,6.158
11966,Short Circuit 2,1988-07-06,"Comedy, Family, Science Fiction, Drama",en,"Robot Johnny 5 moves to the city to help his friend Ben Jahrvi with his toy manufacturing enterprise, only to be manipulated by criminals who want to use him for their own nefarious purposes.",18.582,564,6.158
10589,After the Sunset,2004-11-12,"Action, Comedy, Crime, Drama",en,"An FBI agent is suspicious of two master thieves, quietly enjoying their retirement near what may - or may not - be the biggest score of their careers.",68.312,721,6.2
843794,JUNG_E,2023-01-12,Science Fiction,ko,"On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.",35.767,562,6.157
9642,Asterix and the Vikings,2006-04-05,"Family, Animation, Comedy, Adventure",fr,"Asterix and Obelix have been given a tough mission: Transform the chief's lazy nephew Justforkix into a warrior. When the Vikings abduct him and bring him back to their homeland, Asterix and Obelix must travel to Norway to rescue Justforkix.",17.598,666,6.2
1809,The Rules of Attraction,2002-10-11,"Drama, Romance, Comedy",en,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",21.516,515,6.157
296,Terminator 3: Rise of the Machines,2003-07-02,"Action, Thriller, Science Fiction",en,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",61.309,6361,6.157
979924,On the Line,2022-10-31,"Thriller, Drama",en,A provocative and edgy radio host must play a dangerous game of cat and mouse with a mysterious caller who's kidnapped his family and is threatening to blow up the whole station.,23.953,445,6.156
59968,Our Idiot Brother,2011-08-26,"Comedy, Drama",en,"Everybody has one—the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother, Ned. But as each of their lives begins to unravel, Ned's family comes to realise that Ned isn't such an idiot after all.",20.336,919,6.156
43930,"Tomorrow, When the War Began",2010-08-08,"Action, Adventure, Drama",en,"Ellie Linton, a teen from an Australian coastal town, leads her friends on an excursion to a camp deep in the woods, dubbed ""Hell."" Upon their return, the youths find that their town has been overrun by an enemy army, and their friends and family have been imprisoned. When the hostile invaders become alerted to their presence, Ellie and her friends band together to escape -- and strike back against -- this mysterious enemy.",17.709,488,6.2
11860,Sabrina,1995-12-15,"Comedy, Romance",en,"An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.",46.959,588,6.156
8688,Snake Eyes,1998-08-07,"Thriller, Crime, Mystery, Drama",en,"All bets are off when shady homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend, Naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",49.584,1269,6.156
425505,Kin,2018-08-29,"Science Fiction, Action, Adventure, Thriller",en,"A young boy finds a powerful otherworldly weapon, which he uses to save his older adoptive brother from a crew of thugs. Before long, the two of them are also pursued by federal agents and mysterious mercenaries aiming to reclaim their asset.",56.813,793,6.153
272548,Moonwalkers,2015-03-14,Comedy,en,"What if Apollo 11 never actually made it? What if, in reality, Stanley Kubrick secretly shot the famous images of the moon landing in a studio, working for the US administration? This is the premise of a totally plausible conspiracy theory that takes us to swinging sixties London, where a stubborn CIA agent will never find Kubrick but is forced to team up with a lousy manager of a seedy rock band to develop the biggest con of all time.",29.383,355,6.2
209247,The Art of the Steal,2013-09-20,"Comedy, Crime",en,"Crunch Calhoun, a third-rate motorcycle daredevil and part-time art thief, teams up with his snaky brother to steal one of the most valuable books in the world. But it's not just about the book for Crunch — he's keen to rewrite some chapters of his own past as well.",20.348,531,6.2
698,Moonraker,1979-06-26,"Action, Adventure, Thriller, Science Fiction",en,"After Drax Industries' Moonraker space shuttle is hijacked, secret agent James Bond is assigned to investigate, traveling to California to meet the company's owner, the mysterious Hugo Drax. With the help of scientist Dr. Holly Goodhead, Bond soon uncovers Drax's nefarious plans for humanity, all the while fending off an old nemesis, Jaws, and venturing to Venice, Rio, the Amazon...and even outer space.",61.014,1865,6.155
454293,Night School,2018-09-27,Comedy,en,"Teddy Walker is a successful salesman whose life takes an unexpected turn when he accidentally blows up his place of employment. Forced to attend night school to get his GED, Teddy soon finds himself dealing with a group of misfit students, his former high school nemesis and a feisty teacher who doesn't think he's too bright.",59.983,1583,6.154
395990,Death Wish,2018-03-02,"Action, Crime, Drama, Thriller",en,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,332.538,2459,6.2
934632,Rebel Moon - Part Two: The Scargiver,2024-04-19,"Science Fiction, Action, Drama",en,"The rebels gear up for battle against the ruthless forces of the Motherworld as unbreakable bonds are forged, heroes emerge — and legends are made.",1523.65,579,6.14
464737,The End?,2017-08-14,Horror,it,"A businessman gets stuck in his office elevator, but this nuisance soon turns into a nightmare, for in the outside world a zombie apocalypse has taken place...",10.078,370,6.2
400106,Bright,2017-12-22,"Fantasy, Action, Thriller",en,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",228.121,5463,6.152
391714,On Chesil Beach,2018-01-19,"Drama, Romance",en,"In 1962 England, a young couple finds their idyllic romance colliding with issues of sexual freedom and societal pressure, leading to an awkward and fateful wedding night.",14.289,349,6.2
93837,So Undercover,2012-12-06,"Action, Comedy",en,"When the FBI hires her to go undercover at a college sorority, Molly Morris (Miley Cyrus) must transform herself from a tough, streetwise private investigator to a refined, sophisticated university girl to help protect the daughter of a one-time Mobster. With several suspects on her list, Molly unexpectedly discovers that not everyone is who they appear to be, including herself.",24.096,1094,6.151
7484,Open Season,2006-09-27,"Animation, Family, Adventure, Comedy",en,"Boog, a domesticated 900lb. Grizzly bear finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",69.442,2642,6.2
403587,Return,1985-10-31,"Horror, Fantasy, Romance",en,"After reading an article about hypnotic regression, a woman whose maternal grandfather died when she was only three years old contacts the hypnotic subject named in the article believing that he is the reincarnation of her grandfather, and hoping that she can learn the truth about how he died.",16.974,1583,6.152
81390,A Lonely Place to Die,2011-04-09,"Adventure, Action, Thriller, Crime",en,A group of five mountaineers are hiking and climbing in the Scottish Highlands when they discover a young Serbian girl buried in a small chamber in the wilderness. They become caught up in a terrifying game of cat and mouse with the kidnappers as they try to get the girl to safety.,21.459,547,6.2
47533,Scooby-Doo! Curse of the Lake Monster,2010-10-16,"Mystery, Fantasy, Comedy, Adventure",en,"Scooby-Doo and the gang are on the case when a mysterious lake monster starts scaring the guests at a summer resort in Erie Point, where Fred, Daphne, Velma and Shaggy have taken on seasonal jobs to pay for a barn they accidentally burned down. But in addition to sneaking suspicions, there's some romance in the air.",33.859,490,6.2
10739,Anything Else,2003-08-27,"Drama, Comedy, Romance",en,"Jerry Falk, an aspiring writer in New York, falls in love at first sight with a free-spirited young woman named Amanda. He has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable Amanda isn't like anything else at all.",23.221,580,6.2
606876,Rifkin's Festival,2020-10-01,"Comedy, Romance",en,"The story of a married American couple who go to the San Sebastian Film Festival. They get caught up in the magic of the festival, the beauty and charm of Spain and the fantasy of movies. She has an affair with a brilliant French movie director, and he falls in love with a beautiful Spanish woman who lives there.",15.381,415,6.2
582596,The Wrong Missy,2020-05-13,"Comedy, Romance",en,"A guy meets the woman of his dreams and invites her to his company's corporate retreat, but realizes he sent the invite to the wrong person.",29.038,1132,6.151
219572,Police Story: Lockdown,2013-12-24,"Action, Crime, Drama",zh,"A man looking for the release of a long-time prisoner takes a police officer, his daughter, and a group of strangers hostage.",14.731,342,6.152
85373,StreetDance 2,2012-03-30,"Music, Romance, Drama",en,"After suffering humiliation by the crew Invincible, street dancer Ash looks to gather the best dancers from around the world for a rematch.",29.119,374,6.2
14444,The Rugrats Movie,1998-11-20,"Family, Animation, Comedy, Adventure",en,"Annoyed by the responsibility of being an older brother to Dil, Tommy sets out with Chuckie, Phil, and Lil to return his baby brother to the hospital. However, they inadvertently get lost in the woods during their trip.",25.271,543,6.2
13455,Push,2009-02-04,"Science Fiction, Action, Adventure, Thriller",en,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",46.456,2191,6.151
668195,Ultras,2020-03-09,Drama,it,An aging soccer fanatic faces down the reality of his past while struggling to give himself and a young follower very different futures.,21.095,410,6.15
387592,Early Man,2018-01-26,"Family, Comedy, Animation, Adventure",en,"Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.",48.33,758,6.151
225565,That Awkward Moment,2014-01-29,"Comedy, Romance",en,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",28.045,2579,6.2
38543,Ironclad,2011-03-03,"Romance, Adventure, Action, History",en,"In the year 1215, the rebel barons of England have forced their despised King John to put his royal seal on the Magna Carta, a seminal document that upheld the rights of free men. Yet within months of pledging himself to the great charter, the King reneged on his word and assembled a mercenary army on the south coast of England with the intention of bringing the barons and the country back under his tyrannical rule. Barring his way stood the mighty Rochester castle, a place that would become the symbol of the rebel's momentous struggle for justice and freedom.",31.287,701,6.153
21845,Rookie of the Year,1993-07-07,"Family, Comedy",en,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for.",23.36,329,6.15
15577,Crossing Over,2009-02-10,"Crime, Drama",en,"Immigrants from around the world enter Los Angeles every day, with hopeful visions of a better life, but little notion of what that life may cost. Their desperate scenarios test the humanity of immigration enforcement officers. In Crossing Over, writer-director Wayne Kramer explores the allure of the American dream, and the reality that immigrants find – and create -- in 21st century L.A.",22.781,349,6.2
8916,Antz,1998-10-02,"Family, Animation, Adventure, Comedy",en,"A neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",81.446,4278,6.15
780609,Men,2022-05-20,"Horror, Thriller, Fantasy",en,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",52.294,932,6.149
